-0.26384747	0.30234808	-0.21120802	-0.07955321	-0.10844568	-0.0811235	-0.040555496	0.038204238	0.102383375	-0.07321488	-0.34484628	0.14355205	0.0497286	0.018147279	-0.29894194	0.15344118
-0.2943425	0.12793267	0.12987144	0.39128813	0.010256659	-0.14359263	0.1097112	0.12002983	-0.14819331	0.1455678	-0.26198006	0.24133737	0.1709379	0.0782745	0.14384888	-0.09253031
0.033167936	-0.05360762	-0.047652997	-0.12567282	0.019448483	-0.054141317	-0.16191828	0.00024183103	-0.14632434	0.12262309	-0.14723657	-0.030542348	-0.055641305	-0.14409018	-0.046931073	0.07028333
-0.011068313	-0.09349015	-0.051139854	0.05647905	0.1183394	-0.118175104	-0.10535361	-0.10245934	0.09405812	0.027205566	0.08618388	-0.14770612	-0.022927511	-0.011493702	-0.08323405	-0.0789107
0.06198522	0.012380559	-0.06976669	-0.18904339	0.11249539	-0.021228204	-0.12637576	-0.10254923	0.05644593	-0.10231425	-0.07856103	-0.071142584	-0.0854862	0.010607981	-0.013282039	-0.037509955
0.14431052	-0.06508191	-0.08326328	-0.32491478	-0.08105845	0.074894674	-0.33260193	-0.17845099	0.097058035	0.016547706	0.028139088	-0.06635717	-0.0100361705	-0.25231946	-0.17776527	0.062012974
-0.10909779	0.15742555	-0.015448429	0.008657823	0.09962368	0.04027485	0.24194591	0.24926955	0.02511518	0.066802576	-0.19034751	0.07787259	-0.012140377	0.13894942	-0.06870376	0.013405278
-0.108785644	0.04904084	0.08484669	0.008635134	-0.1053054	-0.020758262	0.016195517	0.067887835	-0.112198606	0.0051436145	-0.040476345	-0.033332244	-0.11903514	0.03569422	0.05312827	0.12862377
-0.029529907	-0.05907958	-0.052181307	-0.32455918	-0.20746009	0.12588827	-0.37420192	-0.18564756	0.16538692	0.08443867	0.0876706	-0.03130562	-0.10864839	-0.3855892	0.06550193	0.080698326
0.043590795	-0.002684515	-0.07380401	-0.117415	-0.03790015	0.06431733	-0.037504345	-0.016384121	-0.0032567529	-0.026795695	0.02596905	0.046482332	0.13273521	-0.028124267	0.14897563	0.0060950937
0.0068381904	-0.18812455	-0.02927876	0.17343247	-0.1593762	0.22352265	-0.020197516	0.29561624	0.03888372	0.14040463	0.052227855	-0.119508974	0.33241168	0.220184	0.08054362	0.15214603
0.03939517	-0.009020632	0.10469512	-0.00048334812	-0.30001554	0.120189466	-0.1292293	0.33902022	0.13896713	0.006066934	-0.046178862	0.044360053	0.027369224	-0.13113354	0.10372427	0.15607327
